부문.본부,사업분야,현장코드,현장명,착공일(최종),준공일(최종),CM,공무,예산팀담당자,당사직원수(HR),전일,금일출역인원,PLAN계획,ACT실시,보할집계기준월,차수,실행구분,실행예산 리스트,상태,착공이후경과개월수,주소,공사개요
건축.주택,주택,180080,프레스티어자이(경기),2024-07-01,2027-10-01,최효석 CM,이창훈 공무,김민주  ,31,     122,     102,,,,차,-,, ,2,경기도 과천시 별양동 7번지 일원,"아파트 : 11 개동 1,445세대 (B3F~최대 35층,일반분양 296세대,조합원 1,149세대)
지하주차장 B3F, 2,460대(장애인 77대) (1.70대/세대)
부대복리시설 : 커뮤니티센터,티하우스,어린이집 등
근린생활시설 : 단지내 상가
"
건축.주택,주택,111730,광명자이힐스테이트SKVIEW(경기),2023-07-01,2027-06-30,고용석 CM,오정규 공무,김태훈  ,27,     121,     125,8.3,11.5,202408,2차,부분,[2024.03.25] 부분실행_설비,완료,15,경기도 광명시 광명동 78-38번지," - 아파트 : 18개동(B4F~37F),  2,878세대
 - 주차장 : B4F ~ B1F,  주차대수 : 3,784대(1.3대/세대)
 - 부대복리시설 : 관리사무소, 주민공동시설, 근랜생활시설, 어린이집, 경로당"
건축.주택,주택,210880,검단아테라자이(인천),2024-06-04,2027-02-28,정철인 CM,박유나 공무,김현수  ,24,     117,     108,2.2,3.8,202408,2차,부분,[2024.07.11] 부분실행 2차 (설비),진행중,3, 인천시 서구 불로동 484-3,"- 아파트 6개동 709세대(지하2층~지상25층)
- 주차장 : 지하2층, 주차대수 911대 (세대당1.3대)
- 부대복리시설 및 근린생활시설 "
건축.주택,건축,210840,LS전선동해2공장해저케이블4동신축공사(강원),2021-10-01,2025-06-30,윤상문 CM,유후재 공무,하정환  ,14,     117,      99,69.4,63,202408,14차,변경,[2024.06.28] 실행변경 11차,완료,36,강원도 동해시 대동로 215,"해저케이블4동 : 300m × 68m    H : 18m (1층)
V.C.V타워 : 20.5m × 27.5 m   H : 171.8m  - 지하1층 ~ 지상23층, PH층
GANG WAY : 길이 800m
턴테이블 8,000톤 2개, 10000톤 턴테이블 4개
해저5동 및 부속동
"
그린,환경,191040,부산광역시분뇨처리시설현대화사업(T/K)(부산),2020-11-30,2024-12-31,안상현 CM,배봉철 공무,김대용  ,12,     112,     109,87,87,202407,3차,변경,[2022.11.25] 도급 설계변경(용량변경) 반영,완료,46,부산 사상구 낙동대로943번길 157,"1) 공  사  명 : 분뇨처리시설 현대화사업(부산) 현장(Job Code : 191040)
2) 공사 금액 : 734억(VAT 제외, 중기자재 제외, 폐기물처리비 제외)
3) 시설 규모
 - 완전지하화 분뇨처리시설(Q=2,500㎥/일), 지하3층/지상2층
 - 사업부지(14,900㎡), 건축면적(8,197㎡), 연면적(18,322㎡)
 - 우선시공분(가설공사 및 옥외변전소 이설 등)
4) 공사 기간 
 - 전   체   분   : 2020.11.30 ~ 2024.05.19(36개월, 종합시운전 6개월 포함)
 - 우선시공분 : 2020.11.30 ~ 2021.02.27(3개월)
 - 1     차   분  : 2021.09.03 ~ 2022.03.31(7개월)              
5) 공동 도급 : 당사(40%), 태영(30%), 삼미(10%), 경동(10%), 동아지질(10%)
6) 발  주  처 : 부산광역시 건설본부"
건축.주택,주택,230590,영통역자이프라시엘(경기),2024-03-01,2026-12-31,설재욱 CM,배상걸 공무,신윤정  ,24,     106,     101,,,,2차,부분,[2024.09.12] 부분실행_2차(미장.조적.방수),완료,7,경기도 용인시 서천동 335-2,"□ 공  사  명 : 영통역 자이 프라시엘(경기)
□ 공사기간 : 2024.03 ~ 2026. 12 (실착공 후 34개월)
□ 대지위치 : 경기도 용인시 서천동 335-2번지 일원
□ 공사규모 : 6개동, B3F~23F, 472세대, 아파트 및 부대시설
□ 연  면  적 : 79,072.48 m2
□ 대지면적 : 21,940 m2"
건축.주택,주택,170430,문화자이SKVIEW(대전),2024-04-05,2027-08-31,송용길 CM,조현제 공무,권선택  ,28,     101,      94,,,,1차,부분,"[2024.06.25] 설비, 전기 부분실행",완료,5,대전광역시 중구 문화동 435-42번지 일원,"주소 : 대전광역시 중구 문화동 435-42번지 일월
■ 공사기간 : 2024.05.01~2027.08.31 (40개월)
■ 공사개요
   - 용        도 : 공동주택(아파트) 및 부대복리시설
   - 대지면적 : 100,770 m2
   - 건축면적 : 13,742.6615 m2
   - 연 면 적 : 284,646.1899 m2 (용적율 : 217.66%, 법적 220% 이하)
   - 신축규모 : 지하주차장 B3F ~ B1F / 아파트 13~34F 19개동 1,746세대"
인프라,인프라,200970,인천도시철도1호선검단연장선4공구건설공사(인천),2020-10-15,2025-05-21,배성우 CM,임지훈 공무,박정환  ,17,      97,      56,0,0,202403,8차,변경,[2024.08.19] 6차변경 미확정분,완료,48,인천광역시 서구 드림로 546," - 현  장 명 : 인천도시철도1호선 검단연장선 4공구 건설공사

 - 공사금액 : 89,122백만원(영세율)

 - 공사기간 : 2020.10.15~2025.05.21(1,680일)

 - 발  주 처 : 인천광역시 도시철도건설본부

 - 공동도급 : GS 50.96%, 원광 49.04%

 - 공사내용 : NATM 397m, 개착BOX 381m, 환기구 3개소, 정거장 1개소 202m, 건축 및 기계설비 1식
"
건축.주택,주택,220050,포항자이디오션(경북),2022-04-01,2026-09-30,권세라 CM,임동선 공무,김민주  ,19,      89,      90,31.1,41.6,202408,4차,변경,[2024.05.15] 전체실행,진행중,30,경상북도 포항시 북구 항구동 17-358번지 외 9필지 ,"지하4층 / 지상 45층(주상복합)
B4F~5F : 주차장 / 6F~8F : 근린생활시설 / 9F~45F : 아파트 212세대
"
건축.주택,주택,221070,공릉아파트건설공사(서울),2022-08-31,2025-07-23,손성기 CM,조진우 공무,황경업  ,15,      89,      79,,,,2차,변경,[2024.05.22] 설비,완료,25,서울특별시 노원구 공릉동 240-1," - APT 5개동(11~25층) 294세대 (군관사 80세대, 신혼희망타운 214세대), 지하주차장(지하 1~2층)
- 관리사무소, 경비실, 주민공동시설
- 대지면적 : 4,920평, 건축면적:1,252평, 연면적: 13,994.82평 (지상 : 28,926.5m2, 지하 : 17,275.73m2)"
건축.주택,주택,210250,동작센트럴자이(서울),2024-04-01,2028-01-31,전성균 CM,김상현 공무,이용빈  ,33,      87,      89,,,,1차,부분,[2024.08.13] 부분실행_1차(설비+전기),완료,5,서울시 상도동,"아파트 : 11개동 2,002세대 (지하2층~최대 35층)
주차장 :  지하5층, 주차대수 2,250대 (세대당 1.12대)
부대복리시설 : 판매시설, 커뮤니티센터, 유치원, 소상공인 지원센터, 관리사무소 등
근린생활시설 : 단지내 상가"
건축.주택,주택,230700,영통자이센트럴파크(경기),2024-03-31,2027-02-28,이승헌 CM,배진호 공무,김태훈  ,22,      87,      81,,,,2차,부분,"[2024.07.24] [2024.07.24] 전기,통신공사(부분실행)",완료,6,수원시 영통구 영통동 961-11 ,"7개동, 지하2층~지상29층, 580세대(전세대 84㎡ 4개 타입)"
인프라,인프라,180560,새만금전주간고속도로건설공사(제1공구)(전북),2018-05-15,2024-12-09,김선영 CM,권요한 공무,박정환  ,21,      86,      88,100,100,202408,14차,변경,[2024.02.05] 13차변경 확정분,완료,77,전라북도 김제시 진봉면 지평선로 1255,"공사명 : 새만금~전주간 고속도로 건설공사 제1공구
위  치 : 전북 김제시 진봉면 심포리~상궐리
연장 및 폭원  : 7.40KM, 폭원 23.4m(4차로)
공사기간 : 2018.05.15 ~ 2024.12.09
공사금액 : 165,020백만원(전체분, VAT별도) / 115,517백만원(당사분, VAT별도)
주요공사내용 
  - 토공 : 흙깎기 570천m3 , 흙쌓기 1,728천m3
  - 교량 : 13개소 / 981m
  - 포장, 부대공, 지장물이설공사 : 1식
  - 졸음쉼터 1개소"
건축.주택,주택,230660,이천자이더레브(경기),2024-05-01,2027-04-30,나승노 CM,황정호 공무,신윤정  ,18,      83,      82,,,,2차,부분,"[2024.09.02] 부분실행 2차(전기,통신)",완료,4,경기도 이천시 송정동 산31번지 일원," 아파트 7개동, 지하4층~지상25층, 635세대"
인프라,인프라,220780,청주하이테크밸리일반산업단지(충북),2023-01-05,2026-01-04,신상훈 CM,임황우 공무,박정환  ,15,      75,      79,38.3,38.4,202408,2차,전체실행,[2024.04.23] 최초실행,완료,21,충청북도 청주시 흥덕구 강내면," ※ 청주하이테크밸리 일반산업단지 조성공사
 - 토공 : 깎기 3,031,192m3, 쌓기 2,128,574m3
 - 배수공 : PC암거 2,271m, 철근콘크리트관 10,936m, 주철관 130본 등  
 - 구조물공 : 보강토옹벽 785m2, 절토부패널옹벽 1,459m2"
건축.주택,주택,220900,순천그랜드파크자이(전남),2024-07-08,2027-07-07,유병연 CM,황의석 공무,,23,      71,      66,,,,1차,부분,"[2024.09.25] 부분실행(전기, 설비)",진행중,2, 전라남도 순천시 풍덕동 327-3 외 43," - 아파트 : 9개동, 997세대(지하2층~29층)
 - 지하주차장 : 1,611대(세대당 1.6대)
 - 부대복리시설 : 커뮤니티센터, 어린이집, 경로당, 관리사무소, 작은도서관등
 - 근린생활시설 : 단지내 상가"
건축.주택,주택,240070,송도자이풍경채그라노블5단지(인천),2024-06-01,2028-03-31,황춘상 CM,김형태 공무,김민주  ,21,      69,      77,,,,차,-,, ,3, 인천광역시 연수구 송도동 553-2,"건축규모 : 지하2층~45층, APT 3개동, 오피스텔 1개동  
                   총 881세대 (아파트 610세대 + 오피스텔 271실)
주차대수 :  총 1,268대 : APT 946대 (세대당 1.55대) / 오피스텔 302대 (실당 1.11대) / 지상20대
부대시설 : 커뮤니티센터, 어린이집, 아너스클럽, 근린생활시설 등

"
건축.주택,주택,210240,송도자이풍경채그라노블3단지(인천),2024-06-01,2028-03-31,김기현 CM,홍승진 공무,김민주  ,26,      68,      37,,,,차,-,, ,3, 인천광역시 연수구 송도동 554,"? 아파트 3개동 597세대(지하2층~지상45층), 오피스텔 1개동 271실
? 주차장 : 지하2층, 주차대수 718대(세대당 1.55대), 오피스텔 271대 근생 10대           
? 부대복리시설 : 커뮤니티센터, 어린이집, 경로당 등
? 근린생활시설 : 단지내 상가
"
인프라,인프라,230540,평택당진항항만배후단지(2-1단계)조성사업2구역(경기),2023-06-28,2025-09-27,박찬양 CM,이원호 공무,박정환  ,15,      66,      17,,,,2차,전체실행,[2024.04.29] 최초실행,완료,15, 경기도 평택시 포승읍 서동대로 407 ,"  단지조성 20.3만평

가호안 - 신규 1,0503m 
 준 설   - 모래 299만m3 
지반개량(PBD) - 길이 : 523만m 공수 : 42.0만 공
도로포장 - 아스콘 포장 8만m2 (53,081Ton)
상  수  공 - 8.1km (내충격 수도관)
우  수  공 - 9.2km (흄관 7.1km + P.C BOX 2.1km)
오  수  공 - 7.7km (PE 삼중벽관)
조  경  공 - 식재(소나무 외) 52,614주
전  기  공 - 가로등 287ea, 교통신호등 85ea, CCTV 14ea, 무인단속카메라 10ea
부  대  공 - 오탁방지막 37Span, 등부표 5기(유용),여수토 1개소, 세륜기 설치 5개소, EGI휀스 1식"
그린,환경,210680,성서자원회수시설개체사업(T/K)(대구),2023-05-22,2026-06-19,최용원 CM,최원혁 공무,조용석  ,18,      66,      59,15.8,15.6,202408,1차,전체실행,[2024.03.19] 전체실행,완료,16," 대구광역시 달서구 성서공단로 257 일원, 대구환경공단 성서사업소 내","1) 공 사 명 : 성서자원회수시설개체사업(T/K)(대구)(CODE : 210680)
2)공사 금액 : 93,172백만원(VAT 별도)
3) 시설규모 : 폐기물처리시설 (360톤/일), 부대시설(열교환기 및 증기터빈 포함)
4) 공사기간 : 착공일로부터 36개월(시운전 3개월)
5) 공동도급 : GS건설 (55%), 화성산업(18%), 서한(17%), 태왕이엔씨(10%)
6) 발 주 처 : 대구광역시 건설본부"
건축.주택,주택,221010,여주역자이헤리티지(경기),2024-05-07,2027-06-06,남상현 CM,박효준 공무,김재경  ,24,      63,      63,,,,2차,부분,"[2024.08.23] 부분실행2차_조적,미장,방수공사",완료,4,여주시 교동 500-118번지,"■ 아파트 : 8 개동 769세대
 - 59A :85세대
 - 59B : 81세대
 - 84A : 249세대
 - 84B : 248세대
 - 99A : 52세대
 -99B : 52세대
- 136P : 2세대
■ 주차장 : 지하2층, 주차대수 1,006대(세대당 1.3대) 
■ 부대복리시설 : 다함께돌봄센터, 어린이집, 
                             경로당, 관리사무소, 작은도서관 등
■ 근린생활시설 : 단지내 상가"
그린,환경,220130,"울산시성암소각장1,2호기재건립사업(T/K)",2023-05-15,2026-05-14,이종환 CM,김은성 공무,김대용  ,21,      56,      45,13.8,16.9,202408,1차,전체실행,[2023.07.14] 전체예산,완료,16,울산광역시 남구 처용로 524,"1) 공사금액 : 1,260억원 (전체분_VAT, 폐기물처리비 및 관급자재 제외]
2) 시설규모
 - 소각용량 : 460톤/일 (230톤/일 x 2계열) 
 - 부대시설 : 관리동, 굴뚝, 세차 및 정비동, 경비동 등
 - 철거 : 기존 관리동, 매립종료 관리동 및 침출수 처리동, 세차/정비동 등
3) 공사기간 : 2023.5.16~2026.5.14 (시운전 4개월 포함 36개월)
4) 공동도급 : 당사(65.14%), 테크로스(14.33%) 外 3개사(34.86%)"
플랜트,플랜트,240140,동북아LNGHub터미널1단계1차EPCC(전남),2024-04-24,2028-02-29,류병호 CM,안근엽 공무,김형준  ,56,      43,      34,,,,1차,전체실행,[2024.07.04] 전체예산,진행중,5, 전라남도 여수시 묘도동 2016일대,"1단계 1차
   1) LNG 탱크 : 20만 kl x 2기
   2) 본설비      : 기화송출설비(280 ton/hr = 200만톤/년), Utility 및 부대설비"
플랜트,플랜트,200280,보령LNG터미널Project(2-3 & 2-4단계)(충남),2020-05-22,2025-01-31,송윤형 CM,주영도 공무,윤동열  ,16,      38,      33,,,,9차,변경,[2024.02.19] 2-3 단계 정산 예산 반영 변경,완료,52,충청남도 보령시 오천면 오천해안로 333,"- 20만㎥ LNG Tank 1기(설계 제외), 
- 별도 발주(LP LNG Pump,연결설비)
- 기화송출설비
- 3단계 FEED"
인프라,인프라,220730,거제2단계수리시스템보완공사(경남),2022-04-27,2027-04-26,지재민 CM,박형근 공무,,17,      38,      17,33.7,31.8,202406,4차,변경,[2024.07.01] 2차변경 미확정분,완료,29,경상남도 거제시 일운면 지세포리 51-1,"수벽터널(B: 5m× H: 4.5m, L= 1,361m)     
Turning Shelter 6개소 
보강공
갱문(1개소), Plug(3개소), Wall(2개소), 기계기초(9개소), 물탱크 기초(3개소) 외 기타"
건축.주택,주택,170630,방배13구역단독주택재건축정비사업(서울),2024-03-29,2028-06-30,김경환 Pre-CM,정지웅  ,,6,      36,      38,,,,차,-,, ,6,서울시 서초구 방배동 541-2번지 일원,"1. 사업명 : 방배13구역 단독주택재건축정비사업
2. 위치 : 서울시 서초구 방배동 541-2번지 일원
3. 대지면적 / 연면적 : 34,058평 / 136,314평
4. 건립규모 : 아파트 B4~22층, 총2,185세대 (임대 351세대 포함) 및 부대복리시설"
인프라,인프라,160810,고속국도제14호선창녕-밀양간건설공사(제3공구)(경남),2016-10-14,2024-12-31,이석규 CM,박철홍 공무,박정환  ,14,      35,      31,95.8,95,202408,19차,변경,[2024.09.24] [2024.09.23] 18차변경 확정분,진행중,96,경상남도 밀양시 무안면 무안서로 224," 연장 : L=6.32KM
 토공 : 깍기 110만 M3, 쌓기 125만 M3, 외부토 27만M3
 배수공 : 암거공 6개소(313M)
 교량공 : 740M/2개소
 포장공 : 콘크리트 포장 28,325M3
 터널공 : 4,557M(울산방향)/2개소
 기타부대공 : 방음벽 680M 외"
인프라,인프라,220740,천안테크노파크일반산업단지(충남),2022-07-28,2025-09-27,김창근 CM,문재웅 공무,박정환  ,17,      35,      27,47.6,47.8,202408,3차,변경,[2024.03.11] 1차변경 미확정분,완료,26,충청남도 천안시 서북구 직산읍 남산리,"면적 : 918,033㎡ (약28만평)
토공 : 흙깎기 (1,366천㎥), 흙쌓기 (1,418천㎥)
배수공 : 우수공 : 9,688m, 오수공 : 5,081m, 상수공 : 11,356m
구조물공 : 합성라멘교 2개소 (L=25m, B=18.3m), RC라멘교 1개소
부대공 : 하천(전석쌓기) 587m, 조경, 전기 1식"
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),2022-01-20,2025-03-31,권영집 CM,백승원  ,하정환  ,15,      31,      23,68.8,68,202302,18차,변경,[2024.09.24] 10차 건축변경,진행중,32,충청북도 청주시 청원구 오창읍 주성리 648,"1. 구조  : 철골.철근콘크리트 구조
2. 기초 형식 : PHC PILE + 지내력 기초
3. 건축 규모
   1) 공장동 : 지상1층 - 지상4층 (철골구조)
   2) 부속동 : SRP/NMP, UT동, 위험물/폐기물 창고, 안전환경 2동(+염수처리장, ESS 외부시험소)
   3) 어린이집 별관 : 지상2층 (철골철근콘크리트조)"
그린,전력제어,220970,경기서북부전력인입공사(경기),2022-08-01,2026-07-31,남광진 CM,이주호  ,,9,      23,       0,,,,1차,전체실행,[2024.09.02] 전체 실행 편성,완료,26,경기도 파주시 와석순환로515번길91 프라임타워 1006호," 154kV 지중송전선로
  - 신파주 변전소 ~ DC 사업부지
  - 주예비선로 5.1km * 2line
"
건축.주택,주택,110220,수택E구역주택재개발정비사업(경기),2022-09-01,2026-05-31,이헌룡 Pre-CM,박주호  ,,3,      20,      18,,,,차,-,, ,25,경기도 구리시 수택동 496-6번지 일대," 아파트 26개동, 지하6층~지상35층"
인프라,인프라,09076,신림-봉천터널도로건설공사(2공구),2010-10-08,2026-12-31,윤정희 CM,김성용 공무,박정환  ,9,      20,      19,63.1,63.3,202408,19차,변경,[2023.10.19] 12차 변경 미확정분,완료,170,서울특별시 관악구 신림동 산9-10,"■ 공 사 명 : 신림~봉천터널 도로건설공사(2공구)
■ 공사위치 : 서울시 관악구 신림동 393-1 ~ 관악구 봉천동 231-1
■ 공사기간 : 2010.10.08 ~ 2026.12.31(195개월)
■ 공사금액 : 1,989억원(당사분 1,276억원, VAT제외)
■ 발주기관 : 서울특별시 도시기반시설본부
■ 시 공 사 : GS건설(67.77%)외 4개사
■ 감 리 사 : 신성엔지니어링  
■ 공사개요 : 총 연장     L = 2.293km(NATM,횡류식환기)		
               - 터널     L = 2.237km		
               - 개착Box  L =     89m		
               - 연직갱   L =     40m
               - 집수터널 L =   39m		
               - 전기 및 기계공사 1식"
그린,전력제어,230720,500kVHVDC동해안~신가평송전선로건설공사(경북),2023-11-09,2029-01-01,김영욱 CM,최윤석  ,,9,      13,       0,,,,1차,전체실행,[2024.03.26] 전체실행편성,완료,10,500kVHVDC동해안~신가평송전선로건설공사(경북) ,"심형기초 및 강관철탑 43기 설치
전력선 20.325km 설치"
건축.주택,주택,210130,운정자이퍼스트시티(경기),2022-05-20,2024-09-24,이종완 CM,임성호 공무,김재호  ,25,      10,       0,,,,4차,전체실행,[2023.04.12] 전체실행,완료,28,경기도 파주시 다율동 671번지 일원,"1. 건물규모 : 지하2층~지상20층
   - APT 10개동(15~20층), 920세대 
   - 주차대수 : 아파트 1,288대(1.4대/세대)
                근린생활시설 17대
                총1,305대 
*법정기준 
  - 공동주택 85㎡이하,65㎡당1대 / 787대
  - 공동주택 85㎡초과,55㎡당 1대이상 / 414대
  - 근생 시설면적 100㎡당 1대이상 / 9대
     (총1,210대)
2. 주요시설
   - 주민공동시설,경로당,어린이집,작은도서관,
     돌봄센터,관리사무소,용역원실,경비실,MDF,방재실
   - 기계전기실,지하주차장,근린생활시설"
건축.주택,주택,230090,서초염곡동건축공사(서울),2023-03-20,2024-10-31,박병준 CM,강성현 공무,이승호  ,2,       4,       9,88,82.2,202408,2차,변경,[2024.08.27] 전체실행 ,진행중,18,"서울특별시 서초구 염곡동 44, 147-3번지","   <공사개요>
1.대지위치: 서울특별시 서초구 염곡동 44,147-1
2.공사규모: 지하 1층 및 지상 2층
3.연면적: 293.77평
4.공시기간: 2023.03~2024.10 (입주)
5.설계자: (주)에스오엠이 건축사사무소
6.감리자: (주)에스오엠이 건축사사무소"
건축.주택,주택,151480,평촌자이퍼스니티(경기),2024-08-01,2027-11-30,가완로 CM,김태현 공무,김민주  ,18,       3,       3,,,,차,-,, ,1,경기도 안양시 동안구 비산동 354-10," APT 17개동, 지하3층~지상33층, 1,874세대
주민운동시설,어린이집,경로당 등 부대복리시설
지하주차장 지하3층, 주차대수 2,791대(세대당 1.51대)"
건축.주택,건축,160010,P9-Project(경기),2015-12-10,2024-08-31,김행옥 CM,유종목  ,황경업  ,2,       1,       1,96,89.6,202312,83차,변경,[2023.10.13] 76차 변경,완료,107,경기도 파주시 월롱면 엘지로 245 파주LCD산업단지,"1. 대지위치 : 경기도 파주시 월롱면 덕은리 LCD 산업단지 內
2. 공사규모 : C-Project 대응 C/R&UT 공사 외 (C/R 6F 14,520평)
                       pOC 대응 C/R&UT 공사 외 (C/R 5F 동측 7,260평, 서측 1,100평)
                       a-Si Capa up 대응 C/R&UT 공사 외 (C/R 2F 서측 7,260평)
                       Rollable 대응 C/R&UT 공사 외 (C/R 1F 1,530평)
                       Mobile PO 확장 대응 C/R&UT 공사 (C/R 5F 서측 840평, 동측 125평 외)
3. 공사기간 : 2015.12.10 ~ 2024.08.31
4. 건축주 : LG DISPLAY
5. 설계/감리 : (주)창조종합건축사사무소"
인프라,인프라,220810,신분당선광교~호매실복선전철제2공구건설공사,2024-05-03,2029-04-03,이정훈 CM,이승규  ,,13,       1,       0,,,,차,-,, ,4,수원시 팔달구 수성로 157번길 49-4(화서동) 2층,"- 현 장 명 : 신분당선 광교~호매실 복선전철 제2공구 건설공사 (CODE:220810)
 - 발 주 자 : 국가철도공단 
 - 공사기간 : '24. 4. ~ '29. 3. (60개월)
 - 공사비 : 3,558억원(영세율)
 - 공사규모 : 총연장 3.589km
                      정거장 2개소(0.302km), 터널(3km287), 본선환기구 1개소
                      건축,전기,기계,통신 포함
 "
인프라,인프라,190590,ITTC C190(Singapore),2020-05-11,2025-04-25,현정원 CM,오흥열 공무,,14,       0,       0,,,,9차,변경,[2024.06.21] 건축 예비비 승인건 변경,완료,53, ,"1) 공 사 명 : C190 ITTC (Integrated Train Testing Centre) (싱가포르)
2) 발 주 처 : Land Transport Authority
3) 계 약 금 액 : SGD 639,502,000
4) 공 사 기 간 : 2020. 05. 11 ~ 2025. 04. 25 (약 59개월)
5) 공 사 내 용 : 총부지 56ha, Test Track 15.1km, Viaduct 1.6km, Retaining Wall 2.7km,
                    Underpass 0.54km, Track Works, Building 10개동, E&M 업역"
인프라,인프라,091940,HCMC MRT Line1 CP2,2012-07-24,2024-12-31,정성엽 CM,김기남 공무,문수원  ,9,       0,       0,87.4,87.4,202009,54차,변경,"[2024.07.10] 토목 26차, 건축EM 30차(기 승인 예비비 반영, 가구공사 외)",완료,148,"151 Nguyen Huong, Thao Dien Ward, District 2, HCMC, VietNam"," 전체연장 : 17.1km (Elevated & Depot)
 P.S.M교 : 12.2km
 특수교량 : 6개소(사이공 교 포함 1.1km)
 역사 : 11개소
 차량기지  : 21만 m2
"
그린,전력,151430,P10 345kV 변전소공사(경기),2016-02-01,2024-08-31,김규진 CM,김규진 CM,조용석  ,0,       0,       0,100,100,202407,34차,변경,[2024.07.30] P9 AP4 C/R 5F Mobile PO 확장 공사 정산분 반영,완료,105,경기도 파주시 월롱면 엘지로 245,"1. P10 345kV 변전소
 1) 구조 : 철골철근콘크리트조
 2) 규모 : B1F~3F, 대지면적 : 12,734㎡, 연면적 11,350.76㎡, 건축면적 4,035.80㎡
 3) 선로공사 : 송전전력구 총 1,361m(개착식 : 903m + DSM : 57m + 세미쉴드 : 401m)
 4) 변전설비 : 345kV MTR 2Bank, 154kV MTR 5Bank, 362kV GIS 6CB, 170kV GIS 8Bay,고/저압 부스덕트 설치"
인프라,인프라,112140,화성동탄(2)택지개발사업조성공사(2-1공구)(경기),2011-12-19,2024-12-31,김종찬 팀장,신동일  ,,0,       0,       0,99.4,97,202105,32차,변경,[2019.07.19] 28차변경 확정분,완료,155, 경기도 화성시 동탄면 일원,"1. 조성면적 : 2,440,000㎡
2. 토    공 : 절토 115만㎥, 성토 974만㎥, 외부반입토 859만㎥
3. 배 수 공 : 우수관 23,345m, 오수관 18,736m
4. 상수도공 : 29,239m
5. 포 장 공 : 도로포장 2,707a
6. 하 천 공 : 돌붙임 19,097㎡, 돌쌓기 6,071㎡
7. 조경공/부대 : 1식
8. 강관추진압입 : 청계교(39.4m), 나루교(31.8m), 금반교(29m)
9. 송수관로 이설 : D1,350mm, L=3,656m
                   밸브실 : 8개소, 
                   전기방식설비 : 2개소
10. 배전간선 설치 : 조립식 맨홀 161개소, 관로공사 316,687m,
                            지중변압기 96개소"
건축.주택,주택,150160,창원자이메가시티(경남),2023-03-01,2026-04-01,오명석 Pre-CM,오명석 Pre-CM,,1,       0,       0,,,,차,-,, ,19,경상남도 창원시 진해구 여좌동 843-1번지 일원       , 
인프라,인프라,151190,TEL T301(Singapore),2016-03-18,2024-10-04,김주열 담당,박은석 공무,문수원  ,15,       0,       0,,,,21차,변경,"[2024.09.03] 주요 원재료비(철근,레미콘) 품의승인분 실행변경",완료,103,"251A Upper Changi Road East #03-01, Singapore 485992","Rail Depot (총 985량 / 3개층) 및 Bus Depot (총 815대 / 4개층) 시공 (총 면적 : 32 hectares)
  - 지하      : Rail Depot for DTL (225량)  
  - 지상1층: Rail Depot for TEL (304량)  
  - 지상2층: Rail Depot for EWL (456량)   
  - 4 levels bus depot (버스 815대 수용규모)   
  - Cut & Cover Tunnel"
인프라,인프라,170850,NSC N101(Singapore),2018-12-26,2027-12-12,송태현 CM,노동훈 공무,이형희  ,18,       0,       0,,,,9차,변경,"[2024.03.21] 8차 변경(수량 재산출, Fluctuation 증감분)",완료,70,68A Queen Street #01-02 Singapore 188556,"- Twin cell Box Tunnel 990m(4 Lane)
- Viaduct : 1km(1~2 Lane)
- Slip Road Tunnel (Single Box)
- Facility Building 1개소 (지하2층, 지상1층)
- Ophir Flyover 철거 및 재설치"
건축.주택,건축,90205N,LG Electronics Brazil Refrigerator Factory,2024-08-01,2026-02-28,전영민 CM,김기범  ,하정환  ,7,       0,       0,,,,차,-,, ,1,"Rua Chico Urso, 979 - Industrial I, Fazenda Rio Grande/Paran?"," Phase 1 
  -.생산동(Main Building)
  -.부속동(내재화동, UT, Pre-mix 등)"
인프라,인프라,180060,Friendship (Dala) Bridge(Myanmar),2019-05-27,2025-06-30,채경수 CM,장유봉 공무,이형희  ,7,       0,       0,,,,2차,변경,[2023.06.06] 1차 실행변경,완료,65,"No.584, Strand Road (Corner of 7th Street), Lanmadaw Township, Yangon, Myanmar","1. 공사명 : Korea-Myanmar Friendship (Dala) Bridge Construction Project
2. 현장위치 : 미얀마 Yangon 남쪽 (Yangon과 Dala 연결)
3. 계약방식 : Build only (Unit Price - Remeasurable)
4. 참여형태 : 당사 단독 (100%)
5. 공사내용
     1) Main Bridge : 690m
         - Cable Stayed : 185m+320m+185m
         - 2 Pylons, 왕복 4차선
     2) Dala Approach Bridge : 601m
         - PSC beam girder, 왕복 4차선
     3) Yangon Approach Bridge : 577m
         - PSC beam girder, 왕복 2차선
     4) Ramp-A : 467m (PSC beam+Steel Box girder, 편도 1차선)
     5) Ramp-B : 526m (PSC beam+Steel Box girder, 편도 1차선)
     6) Access Road : 1,464m (Asphalt Concrete Pavement, 왕복 2~4차선)"
건축.주택,주택,140570,노량진6구역주택재개발사업(서울),2024-04-01,2027-02-28,손선칠 Pre-CM,정승일  ,,1,       0,       0,,,,차,-,, ,5,동작구 노량진동 294-220번지 일대,"지하4층, 지상14~28층, 14개동, 총 1,499세대(임대 262세대 포함) 
SK에코플랜트 (50%), GS건설 (50%)"
